-0.10501569	-0.010557049	0.1540263	-0.21266617	-0.22672527	0.30462006	0.032618783	-0.119122535	0.18879645	-0.042002358	0.2083851	0.35353354	0.2080785	0.39041987	0.031061416	-0.25707263
0.08351895	0.3851055	0.018802598	-0.44545785	-0.32516962	0.36405817	0.16086175	0.28475294	0.3154044	-0.4708692	-0.151308	0.5402331	-0.083525345	0.23406786	-0.37387004	-0.30007273
0.00044379017	0.17163931	0.28835902	-0.14370754	0.25730136	0.1157239	0.44642273	-0.03802439	0.49874872	-0.006536576	0.038789615	0.60052025	0.1529629	0.14711462	0.050971277	-0.26677978
-0.15725966	-0.1754715	0.14455488	-0.1694343	-0.17321521	0.3526756	0.08003496	-0.2078103	-0.06528694	-0.0110078445	0.2102141	0.2118294	0.020064935	0.29179764	-0.07856326	-0.10793765
0.39474726	-0.071225636	0.34682044	0.09370242	0.22479215	-0.13830087	0.38947335	-0.22865237	0.35520637	0.09047572	0.3931392	0.2994069	0.2903679	0.062526226	-0.016711583	0.25454175
-0.16582051	-0.11293424	0.24333048	0.2858966	0.33078685	-0.12426986	-0.0013169673	-0.30254093	0.30671114	0.50185806	0.05362238	-0.11383494	0.24465777	0.56639117	0.637829	-0.25561774
-0.07351853	0.10908539	0.14072824	-0.21765193	-0.14524277	0.19467047	0.002761487	0.027696647	0.19465943	-0.23966475	0.03654726	0.38154697	-0.040372666	0.26199725	-0.11869431	-0.12670268
0.111248076	0.34387225	0.08481017	-0.17903763	-0.14158392	0.118824534	0.03669175	0.20628583	0.31119737	-0.18021043	-0.039804466	0.43076357	0.1457647	0.24402867	0.01720221	-0.25561854
-0.1167835	-0.3700861	0.23829585	0.44838217	-0.0023355666	0.016336093	-0.21899019	-0.52069795	0.14943364	0.45622	0.3976026	-0.47742054	0.49763826	0.47013944	0.4872352	0.0057094796
-0.20216338	-0.12020544	0.06569093	0.08746019	-0.23312855	0.23905085	-0.16636911	-0.27303204	0.008088805	0.24417786	0.16889074	-0.07608854	0.21204202	0.42260566	0.3108654	-0.17899425
